departure_city,destination_city,departure_airport,arrival_airport,destination_country_code,price,duration_minutes,flights_per_day,flights_per_week,first_flight,last_flight
Bilbao,Rome,BIO,FCO,IT,50,135,0-2 flights,6,12/22/2018,9/15/2026
Warsaw,Rome,WAW,FCO,IT,60,145,3-4 flights,26,10/30/2023,11/6/2026
Nantes,Rome,NTE,FCO,IT,60,135,0-2 flights,10,4/19/2018,4/6/2027
Yerevan,Rome,EVN,FCO,IT,60,258,1-3 flights,14,9/5/2022,11/3/2026
Thessaloniki,Rome,SKG,FCO,IT,60,115,0-3 flights,10,7/21/2018,11/5/2026
Lamezia,Rome,SUF,FCO,IT,60,70,3 flights,21,0,4/3/2027
Poznan,Rome,POZ,CIA,IT,60,125,0-1 flights,4,4/3/2019,11/6/2026
Edinburgh,Rome,EDI,CIA,IT,60,180,1-2 flights,10,10/30/2024,11/5/2026
Hahn,Rome,HHN,CIA,IT,60,115,0-1 flights,2,7/1/2025,10/25/2025
Chania,Rome,CHQ,FCO,IT,60,140,0-1 flights,2,3/26/2018,8/30/2026
Chisinau,Rome,RMO,FCO,IT,60,158,0-2 flights,7,0,11/6/2026
Fuerteventura,Rome,FUE,FCO,IT,60,260,0-1 flights,4,5/21/2018,4/4/2027
Alghero,Rome,AHO,FCO,IT,70,60,4 flights,28,4/17/2019,4/9/2026
Munich,Rome,MUC,FCO,IT,70,90,7 flights,49,3/23/2025,4/3/2027
Keflavik,Rome,KEF,FCO,IT,70,280,0-1 flights,5,10/28/2018,4/3/2027
Cork,Rome,ORK,CIA,IT,70,195,0-1 flights,2,10/28/2024,11/5/2026
Milano,Rome,MXP,FCO,IT,70,85,2-4 flights,17,1/15/2018,4/5/2027
Cluj-napoca,Rome,CLJ,FCO,IT,70,130,0-1 flights,5,10/28/2018,10/31/2026
Paris,Rome,CDG,FCO,IT,70,125,8-9 flights,62,7/31/2020,4/3/2027
Skiathos,Rome,JSI,FCO,IT,70,120,0-1 flights,1,6/6/2020,9/30/2026
Zurich,Rome,ZRH,FCO,IT,70,95,6-7 flights,46,3/30/2025,4/3/2027
Tenerife,Rome,TFS,FCO,IT,70,255,1-3 flights,11,3/16/2019,4/8/2027
Ronchi De Legionari,Rome,TRS,FCO,IT,70,70,2-4 flights,22,0,4/3/2027
Montpellier,Rome,MPL,FCO,IT,70,95,0-1 flights,2,4/5/2020,11/4/2026
Hamburg,Rome,HAM,FCO,IT,70,135,2 flights,14,8/2/2020,11/3/2026
Porto,Rome,OPO,CIA,IT,70,175,0-1 flights,5,3/28/2022,4/10/2026
Birmingham,Rome,BHX,FCO,IT,70,160,0-3 flights,8,2/7/2022,10/15/2026
Milan,Rome,LIN,FCO,IT,70,70,9-13 flights,79,6/15/2019,4/4/2027
Nuernberg,Rome,NUE,FCO,IT,80,105,0-1 flights,1,5/15/2024,12/14/2025
Manchester,Rome,MAN,FCO,IT,80,175,0-2 flights,8,6/7/2020,4/7/2027
Riga,Rome,RIX,FCO,IT,80,185,0-2 flights,7,6/1/2020,10/31/2026
Baku,Rome,GYD,FCO,IT,90,305,0-1 flights,4,6/19/2020,11/5/2026
Oslo,Rome,OSL,FCO,IT,90,190,1-3 flights,13,12/21/2017,4/4/2027
Stuttgart,Rome,STR,FCO,IT,90,100,0-1 flights,6,8/2/2020,10/15/2026
Hannover,Rome,HAJ,FCO,IT,90,125,0-1 flights,2,4/18/2019,10/15/2026
Gdansk,Rome,GDN,CIA,IT,90,150,0-1 flights,5,4/3/2024,11/6/2026
Amsterdam,Rome,AMS,FCO,IT,90,135,7 flights,49,6/16/2019,4/9/2027
Bergen,Rome,BGO,FCO,IT,90,190,0-1 flights,2,3/25/2018,4/7/2027
Kutaisi,Rome,KUT,FCO,IT,90,240,0-1 flights,5,5/17/2018,10/15/2026
Bristol,Rome,BRS,FCO,IT,90,155,1 flight,7,0,4/9/2027
London,Rome,LHR,FCO,IT,90,155,7-10 flights,61,0,4/9/2027
Torino,Rome,TRN,FCO,IT,90,75,4-5 flights,31,11/14/2025,4/3/2027
London,Rome,STN,FCO,IT,100,150,0-1 flights,4,2/3/2018,9/15/2026
Istanbul,Rome,SAW,FCO,IT,100,165,3 flights,21,4/18/2020,11/6/2026
Istanbul,Rome,IST,FCO,IT,100,160,5-8 flights,46,0,10/15/2026
Venice,Rome,VCE,FCO,IT,100,70,4 flights,28,9/30/2025,4/3/2027
Florence,Rome,FLR,FCO,IT,100,55,3-4 flights,25,3/27/2022,4/3/2027
Vilnius,Rome,VNO,CIA,IT,100,170,0-1 flights,4,10/29/2024,11/6/2026
Genoa,Rome,GOA,FCO,IT,100,65,3 flights,21,0,4/3/2027
Brno,Rome,BRQ,FCO,IT,110,105,0-1 flights,2,3/23/2025,7/15/2026
Ancona,Rome,AOI,FCO,IT,110,60,0-1 flights,5,0,11/5/2026
Bologna,Rome,BLQ,FCO,IT,110,60,4 flights,28,12/20/2017,4/3/2027
Rotterdam,Rome,RTM,FCO,IT,120,130,0-1 flights,4,10/29/2020,11/5/2026
Naples,Rome,NAP,FCO,IT,120,55,4 flights,28,3/27/2022,4/3/2027
Leeds,Rome,LBA,FCO,IT,140,180,0-2 flights,3,9/16/2018,10/15/2026
London,Rome,LCY,FCO,IT,150,150,1-2 flights,12,3/15/2018,4/9/2027
Glasgow,Rome,GLA,FCO,IT,160,190,0-2 flights,5,2/9/2018,10/15/2026
Villafranca,Rome,VRN,FCO,IT,170,70,0-1 flights,2,7/28/2020,4/9/2027
Sibiu,Rome,SBZ,FCO,IT,180,115,0-1 flights,3,7/20/2024,10/15/2026
Edinburgh,Rome,EDI,FCO,IT,180,190,0-1 flights,2,3/16/2018,10/15/2026
Izmir,Rome,ADB,FCO,IT,180,150,0-1 flights,2,6/4/2024,10/15/2026
Bastia,Rome,BIA,FCO,IT,200,55,0-1 flights,2,7/3/2023,9/15/2026
Ajaccio,Rome,AJA,FCO,IT,210,65,0-1 flights,2,1/31/2019,9/22/2026
Helsinki,Rome,HEL,FCO,IT,210,210,2 flights,14,4/16/2020,9/15/2026
Newcastle,Rome,NCL,FCO,IT,210,185,0-2 flights,3,3/26/2018,10/15/2026
Tbilisi,Rome,TBS,FCO,IT,370,250,0-1 flights,3,11/15/2023,9/15/2026
Rovaniemi,Rome,RVN,FCO,IT,900,250,0-1 flights,1,12/18/2022,12/24/2025
Stockholm,Ronneby,ARN,RNB,SE,90,75,0-8 flights,43,6/15/2023,10/15/2026
Oslo,Roros,OSL,RRS,NO,90,50,0-2 flights,12,4/1/2020,9/15/2026
Antalya,Rostock-Laage,AYT,RLG,DE,310,230,0-2 flights,5,9/11/2019,10/15/2026
Bergamo,Rotterdam,BGY,RTM,NL,90,100,0-1 flights,2,3/31/2022,11/4/2026
Barcelona,Rotterdam,BCN,RTM,NL,90,135,1 flight,7,0,11/5/2026
Rome,Rotterdam,FCO,RTM,NL,100,145,0-1 flights,4,10/29/2020,11/5/2026
Bergerac,Rotterdam,EGC,RTM,NL,100,90,0-1 flights,2,12/15/2018,11/5/2026
Gerona,Rotterdam,GRO,RTM,NL,100,120,0-1 flights,2,4/26/2018,11/4/2026
Lisbon,Rotterdam,LIS,RTM,NL,100,170,0-1 flights,5,2/15/2018,11/6/2026
Bastia,Rotterdam,BIA,RTM,NL,100,120,0-1 flights,1,4/22/2022,11/1/2026
Innsbruck,Rotterdam,INN,RTM,NL,110,90,0-1 flights,1,12/20/2018,4/5/2026
Perugia,Rotterdam,PEG,RTM,NL,110,125,0-1 flights,3,4/18/2020,10/25/2025
Salzburg,Rotterdam,SZG,RTM,NL,110,95,0-1 flights,1,12/20/2018,3/29/2026
Valencia,Rotterdam,VLC,RTM,NL,110,140,0-1 flights,3,12/17/2018,11/5/2026
London,Rotterdam,STN,RTM,NL,120,60,0-1 flights,4,4/3/2025,3/29/2026
London,Rotterdam,LCY,RTM,NL,120,55,0-4 flights,21,8/2/2020,4/7/2027
Geneva,Rotterdam,GVA,RTM,NL,120,90,0-1 flights,1,12/22/2018,3/21/2026
Hyeres,Rotterdam,TLN,RTM,NL,120,110,0-1 flights,2,4/26/2018,9/27/2025
Malaga,Rotterdam,AGP,RTM,NL,120,170,1-2 flights,10,0,11/4/2026
Alicante,Rotterdam,ALC,RTM,NL,120,150,1-2 flights,12,0,11/6/2026
Faro,Rotterdam,FAO,RTM,NL,130,175,0-1 flights,6,0,11/6/2026
Istanbul,Rotterdam,SAW,RTM,NL,130,220,1-2 flights,8,3/13/2020,3/28/2026
Zadar,Rotterdam,ZAD,RTM,NL,140,120,0-1 flights,1,4/3/2019,10/25/2025
Ibiza,Rotterdam,IBZ,RTM,NL,150,140,0-2 flights,6,4/3/2018,11/6/2026
Split,Rotterdam,SPU,RTM,NL,150,130,0-1 flights,2,4/26/2018,10/15/2026
Almeria,Rotterdam,LEI,RTM,NL,160,165,0-1 flights,3,4/7/2018,11/6/2026
Gran Canaria,Rotterdam,LPA,RTM,NL,170,280,0-2 flights,4,4/4/2022,4/9/2027
Kerkyra/corfu,Rotterdam,CFU,RTM,NL,180,170,0-1 flights,2,4/2/2019,11/2/2026
Palma de Mallorca,Rotterdam,PMI,RTM,NL,190,140,0-1 flights,4,4/4/2018,11/6/2026
Antalya,Rotterdam,AYT,RTM,NL,190,265,0-1 flights,2,5/5/2022,11/5/2026
Pula,Rotterdam,PUY,RTM,NL,200,110,0-1 flights,1,4/28/2018,10/15/2026
Palermo,Rotterdam,PMO,RTM,NL,210,165,0-1 flights,2,4/4/2018,11/6/2026
Heraklion,Rotterdam,HER,RTM,NL,220,220,0-1 flights,3,4/6/2018,11/5/2026
Tenerife,Rotterdam,TFS,RTM,NL,230,285,0-1 flights,2,4/2/2022,4/7/2027
Dubrovnik,Rotterdam,DBV,RTM,NL,270,145,0-1 flights,1,4/5/2018,11/6/2026
Brindisi,Rotterdam,BDS,RTM,NL,320,155,0-1 flights,2,2/23/2019,11/6/2026
Kos,Rotterdam,KGS,RTM,NL,350,225,0-1 flights,1,4/1/2019,11/5/2026
Zakynthos,Rotterdam,ZTH,RTM,NL,560,210,0-1 flights,1,5/9/2022,10/5/2026
Arrecife,Rotterdam,ACE,RTM,NL,600,270,0-1 flights,1,11/3/2018,11/3/2026
Sevilla,Rotterdam,SVQ,RTM,NL,14330,175,0-1 flights,3,10/28/2025,10/15/2026
Liverpool,Rovaniemi,LPL,RVN,FI,40,195,0-1 flights,1,10/30/2023,11/5/2026
Beauvais,Rovaniemi,BVA,RVN,FI,40,215,0-1 flights,1,10/28/2024,11/5/2026
Charleroi,Rovaniemi,CRL,RVN,FI,40,200,0-1 flights,3,10/31/2022,11/6/2026
London,Rovaniemi,STN,RVN,FI,60,210,0-1 flights,1,10/30/2022,11/5/2026
Helsinki,Rovaniemi,HEL,RVN,FI,60,85,4-6 flights,35,9/2/2020,4/7/2027
Bergamo,Rovaniemi,BGY,RVN,FI,70,235,0-1 flights,4,11/4/2023,11/4/2026
Dublin,Rovaniemi,DUB,RVN,FI,70,200,0-1 flights,1,10/30/2022,11/6/2026
London,Rovaniemi,LGW,RVN,FI,90,210,0-1 flights,1,12/16/2017,11/5/2026
Lyon,Rovaniemi,LYS,RVN,FI,100,235,0-1 flights,1,11/30/2024,3/7/2026
Amsterdam,Rovaniemi,AMS,RVN,FI,120,180,0-1 flights,3,12/3/2022,11/2/2026
Duesseldorf,Rovaniemi,DUS,RVN,FI,120,190,0-1 flights,1,12/19/2021,8/27/2026
London,Rovaniemi,LTN,RVN,FI,130,210,0-1 flights,1,12/9/2023,3/28/2026
Edinburgh,Rovaniemi,EDI,RVN,FI,130,185,0-1 flights,1,12/3/2023,2/14/2026
Bordeaux,Rovaniemi,BOD,RVN,FI,140,250,0-1 flights,1,11/30/2024,11/3/2026
Milano,Rovaniemi,MXP,RVN,FI,140,235,0-1 flights,1,12/2/2022,11/6/2026
Berlin,Rovaniemi,BER,RVN,FI,140,170,0-2 flights,2,1/13/2024,11/6/2026
Hamburg,Rovaniemi,HAM,RVN,FI,150,155,0-1 flights,1,12/22/2024,3/8/2026
Nice,Rovaniemi,NCE,RVN,FI,150,250,0-1 flights,1,11/30/2024,2/28/2026
Manchester,Rovaniemi,MAN,RVN,FI,160,200,0-1 flights,1,12/16/2017,3/25/2026
Munich,Rovaniemi,MUC,RVN,FI,160,200,0-1 flights,1,12/3/2024,2/28/2026
Paris,Rovaniemi,ORY,RVN,FI,170,225,0-1 flights,1,12/16/2023,3/14/2026
Tromso,Rovaniemi,TOS,RVN,FI,170,68,0-1 flights,1,12/2/2023,9/15/2026
Southend,Rovaniemi,SEN,RVN,FI,180,195,0,0,12/1/2025,1/9/2026
Paris,Rovaniemi,CDG,RVN,FI,190,215,0-1 flights,1,3/19/2022,11/6/2026
Bristol,Rovaniemi,BRS,RVN,FI,210,210,0-1 flights,1,12/17/2017,3/28/2026
Vienna,Rovaniemi,VIE,RVN,FI,250,195,0-1 flights,1,12/2/2023,3/14/2026
Izmir,Rovaniemi,ADB,RVN,FI,250,285,0-1 flights,1,1/15/2025,2/14/2026
Barcelona,Rovaniemi,BCN,RVN,FI,280,285,0-1 flights,1,12/2/2023,4/15/2026
Birmingham,Rovaniemi,BHX,RVN,FI,280,195,0-1 flights,1,12/18/2017,3/28/2026
Frankfurt,Rovaniemi,FRA,RVN,FI,310,195,0-1 flights,2,11/30/2024,3/28/2026
Copenhagen,Rovaniemi,CPH,RVN,FI,340,135,0-1 flights,1,12/2/2024,2/5/2026
Madrid,Rovaniemi,MAD,RVN,FI,370,305,0-1 flights,2,12/2/2023,2/28/2026
Shannon,Rovaniemi,SNN,RVN,FI,500,210,0-1 flights,2,10/27/2025,3/26/2026
Istanbul,Rovaniemi,IST,RVN,FI,590,280,0-1 flights,1,12/5/2019,3/1/2026
Zurich,Rovaniemi,ZRH,RVN,FI,650,220,0-1 flights,1,12/12/2024,3/26/2026
Rome,Rovaniemi,FCO,RVN,FI,880,260,1 flight,1,12/11/2022,12/21/2025
London,Rzeszow,STN,RZE,PL,30,160,0-1 flights,6,10/31/2024,11/6/2026
London,Rzeszow,LTN,RZE,PL,30,150,0-1 flights,3,0,11/5/2026
Milano,Rzeszow,MXP,RZE,PL,40,123,0-1 flights,2,10/28/2024,11/5/2026
Warsaw,Rzeszow,WAW,RZE,PL,40,55,3-6 flights,33,0,10/15/2026
Bristol,Rzeszow,BRS,RZE,PL,40,160,0-1 flights,3,0,11/5/2026
Manchester,Rzeszow,MAN,RZE,PL,50,160,0-1 flights,3,11/1/2022,11/6/2026
Dublin,Rzeszow,DUB,RZE,PL,50,180,0-1 flights,2,0,11/5/2026
Rome,Rzeszow,FCO,RZE,PL,60,135,0-1 flights,2,0,11/2/2026
Zadar,Rzeszow,ZAD,RZE,PL,70,100,0-1 flights,2,5/30/2020,4/15/2026
Alicante,Rzeszow,ALC,RZE,PL,120,195,0-1 flights,2,4/3/2024,10/15/2026
Munich,Rzeszow,MUC,RZE,PL,170,85,2 flights,14,4/23/2023,10/15/2026
Palma de Mallorca,Saarbruecken,PMI,SCN,DE,80,125,0-1 flights,1,3/25/2018,10/15/2026
Antalya,Saarbruecken,AYT,SCN,DE,90,235,1 flight,7,12/16/2018,10/15/2026
Hamburg,Saarbruecken,HAM,SCN,DE,140,95,0-1 flights,2,12/13/2024,10/15/2026
Berlin,Saarbruecken,BER,SCN,DE,140,100,0-2 flights,11,12/13/2024,10/15/2026
Paris,Saint Denis de la Reunion,CDG,RUN,RE,470,670,1-3 flights,15,6/24/2019,10/15/2026
Paris,Saint Denis de la Reunion,ORY,RUN,RE,490,690,3-5 flights,28,0,11/2/2027
Marseille,Saint Denis de la Reunion,MRS,RUN,RE,780,660,0-1 flights,2,5/7/2020,11/4/2026
Frankfurt,Saint Louis,FRA,STL,US,500,610,0-1 flights,3,6/1/2022,10/15/2026
London,Saint Lucia,LGW,UVF,LC,360,545,1 flight,7,11/5/2019,4/8/2027
Porto,Sal,OPO,SID,CV,190,270,0-1 flights,4,6/20/2020,11/6/2026
Lisbon,Sal,LIS,SID,CV,190,250,1-3 flights,16,10/29/2024,11/6/2026
Brussels,Sal,BRU,SID,CV,220,410,0-1 flights,1,7/2/2018,4/3/2027
London,Sal,LGW,SID,CV,230,365,0-2 flights,6,3/21/2018,11/4/2026
Manchester,Sal,MAN,SID,CV,250,375,0-1 flights,3,3/16/2018,11/6/2026
Newcastle,Sal,NCL,SID,CV,250,378,0-1 flights,1,11/7/2023,11/1/2026
Glasgow,Sal,GLA,SID,CV,250,380,0-1 flights,1,11/3/2023,11/5/2026
Gran Canaria,Sal,LPA,SID,CV,250,145,0-1 flights,1,10/27/2020,4/8/2027
Birmingham,Sal,BHX,SID,CV,260,370,0-1 flights,2,3/15/2018,11/5/2026
Bristol,Sal,BRS,SID,CV,280,355,0-1 flights,2,12/22/2020,11/2/2026
Paris,Sal,ORY,SID,CV,310,365,0-1 flights,4,10/30/2022,11/6/2026
Luxemburg,Sal,LUX,SID,CV,370,380,0-1 flights,1,0,11/5/2026
Milano,Sal,MXP,SID,CV,390,368,0-1 flights,2,6/20/2018,3/28/2026
Eindhoven,Sal,EIN,SID,CV,500,418,0-1 flights,1,11/1/2018,11/3/2026
Bergamo,Sal,BGY,SID,CV,530,370,0-1 flights,1,0,3/28/2026
Zurich,Sal,ZRH,SID,CV,750,390,0-1 flights,4,12/20/2021,4/27/2026
Rome,Salalah,FCO,SLL,OM,590,380,0-1 flights,1,12/20/2020,4/3/2027
Villafranca,Salalah,VRN,SLL,OM,890,410,0-1 flights,1,10/26/2018,4/3/2027
Palma de Mallorca,Salamanca,PMI,SLM,ES,50,90,0-1 flights,2,7/2/2018,10/12/2026
London,Salen,LHR,SCR,SE,170,140,0-1 flights,1,12/28/2019,2/22/2026
Copenhagen,Salen,CPH,SCR,SE,250,80,0-1 flights,1,12/29/2019,4/5/2026
Amsterdam,Salen,AMS,SCR,SE,260,135,0-1 flights,1,12/23/2023,3/21/2026
Milano,Salerno,MXP,QSR,IT,30,90,0-1 flights,4,7/11/2024,11/5/2026
Bergamo,Salerno,BGY,QSR,IT,30,90,0-1 flights,3,8/1/2024,11/5/2026
Torino,Salerno,TRN,QSR,IT,40,95,0-2 flights,4,8/2/2024,11/4/2026
London,Salerno,STN,QSR,IT,50,170,0-1 flights,2,8/4/2024,4/15/2026
Vienna,Salerno,VIE,QSR,IT,50,105,0-1 flights,2,10/27/2024,10/15/2026
Geneva,Salerno,GVA,QSR,IT,60,105,0-1 flights,2,7/12/2024,8/28/2026
Bucharest,Salerno,OTP,QSR,IT,60,125,0-1 flights,1,10/29/2024,11/2/2026
London,Salerno,LGW,QSR,IT,70,170,0-1 flights,2,7/13/2024,10/15/2026
Nantes,Salerno,NTE,QSR,IT,90,145,0-1 flights,2,7/11/2024,10/31/2025
Charleroi,Salerno,CRL,QSR,IT,110,138,0-1 flights,1,3/31/2025,10/15/2026
Berlin,Salerno,BER,QSR,IT,120,135,0-1 flights,2,7/12/2024,8/27/2026
London,Salt Lake City,LHR,SLC,US,530,630,0-1 flights,5,4/2/2018,4/3/2027
Paris,Salt Lake City,CDG,SLC,US,790,665,1 flight,7,3/28/2021,4/3/2027
Amsterdam,Salt Lake City,AMS,SLC,US,810,630,1-2 flights,10,3/25/2018,4/3/2027
Madrid,Salvador,MAD,SSA,BR,520,545,0-1 flights,3,9/1/2020,4/6/2027
Lisbon,Salvador,LIS,SSA,BR,660,525,1 flight,7,9/1/2020,9/15/2026
Paris,Salvador,CDG,SSA,BR,860,620,0-1 flights,3,10/28/2024,10/15/2026
London,Salzburg,LTN,SZG,AT,30,115,0-1 flights,1,12/16/2018,11/6/2026
London,Salzburg,STN,SZG,AT,30,115,0-1 flights,4,3/17/2018,11/6/2026
Manchester,Salzburg,MAN,SZG,AT,50,130,0-1 flights,1,3/17/2018,11/6/2026
Bristol,Salzburg,BRS,SZG,AT,60,120,0-1 flights,1,12/15/2018,11/6/2026
Duesseldorf,Salzburg,DUS,SZG,AT,70,75,1-2 flights,10,3/16/2019,10/15/2026
London,Salzburg,LGW,SZG,AT,70,120,0-1 flights,3,12/7/2018,4/7/2027
Berlin,Salzburg,BER,SZG,AT,80,65,0-1 flights,4,10/25/2020,10/15/2026
Hamburg,Salzburg,HAM,SZG,AT,80,75,1 flight,7,10/28/2018,10/15/2026
Amsterdam,Salzburg,AMS,SZG,AT,90,95,0-1 flights,2,12/15/2018,4/7/2027
Birmingham,Salzburg,BHX,SZG,AT,90,128,0-1 flights,1,12/23/2017,4/11/2026
Palma de Mallorca,Salzburg,PMI,SZG,AT,90,125,1-2 flights,10,3/25/2018,10/15/2026
Barcelona,Salzburg,BCN,SZG,AT,100,125,0-1 flights,3,1/11/2025,11/6/2026
Eindhoven,Salzburg,EIN,SZG,AT,100,85,0-1 flights,1,12/20/2018,4/2/2026
Belfast,Salzburg,BFS,SZG,AT,110,160,0-1 flights,1,3/17/2018,3/21/2026
Oslo,Salzburg,OSL,SZG,AT,110,135,0-1 flights,1,2/10/2018,3/28/2026
Edinburgh,Salzburg,EDI,SZG,AT,110,140,0-1 flights,1,3/17/2018,2/28/2026
Liverpool,Salzburg,LPL,SZG,AT,120,130,0-1 flights,1,12/15/2018,11/6/2026
Stockholm,Salzburg,ARN,SZG,AT,120,130,0-1 flights,1,3/17/2018,3/28/2026
Belgrade,Salzburg,BEG,SZG,AT,130,120,0-1 flights,2,6/7/2022,11/5/2026
London,Salzburg,LHR,SZG,AT,130,125,0-1 flights,1,3/16/2018,11/6/2026
Rotterdam,Salzburg,RTM,SZG,AT,130,85,0-1 flights,1,12/20/2018,3/29/2026
Frankfurt,Salzburg,FRA,SZG,AT,140,60,5 flights,35,3/16/2019,10/15/2026
Ibiza,Salzburg,IBZ,SZG,AT,160,140,0-1 flights,1,6/9/2023,4/9/2026
Riga,Salzburg,RIX,SZG,AT,180,130,0-1 flights,1,3/17/2018,11/6/2026
Istanbul,Salzburg,IST,SZG,AT,180,155,1-3 flights,12,3/16/2019,10/15/2026
Dublin,Salzburg,DUB,SZG,AT,180,150,0-2 flights,2,12/22/2018,11/6/2026
Larnaca,Salzburg,LCA,SZG,AT,200,210,0-1 flights,1,3/26/2022,9/15/2026
Antalya,Salzburg,AYT,SZG,AT,200,185,0-1 flights,1,4/13/2025,11/2/2025
Gran Canaria,Salzburg,LPA,SZG,AT,210,280,0-1 flights,1,11/3/2018,10/15/2026
Kos,Salzburg,KGS,SZG,AT,210,160,0-1 flights,2,5/2/2018,10/3/2026
Copenhagen,Salzburg,CPH,SZG,AT,210,95,0-1 flights,2,3/17/2018,9/12/2026
Bourgas,Salzburg,BOJ,SZG,AT,220,130,0-1 flights,1,7/4/2024,9/15/2026
Zakynthos,Salzburg,ZTH,SZG,AT,240,140,0-1 flights,1,5/26/2022,10/1/2026
Leeds,Salzburg,LBA,SZG,AT,240,130,0-1 flights,1,3/17/2018,2/28/2026
Heraklion,Salzburg,HER,SZG,AT,270,160,0-1 flights,3,5/4/2018,10/15/2026
Lamezia,Salzburg,SUF,SZG,AT,270,105,0-1 flights,1,5/19/2020,9/27/2026
Olbia,Salzburg,OLB,SZG,AT,280,90,0-1 flights,2,5/5/2018,10/15/2026
Tenerife,Salzburg,TFS,SZG,AT,280,290,0-1 flights,1,11/2/2018,5/8/2026
Tallinn-ulemiste International,Salzburg,TLL,SZG,AT,290,150,0-1 flights,1,12/21/2019,11/6/2026
Rhodos,Salzburg,RHO,SZG,AT,360,165,0-1 flights,3,5/3/2018,9/15/2026
Izmir,Samarkand,ADB,SKD,UZ,210,270,0-1 flights,3,0,10/15/2026
Baku,Samarkand,GYD,SKD,UZ,240,120,0-1 flights,2,4/1/2025,10/15/2026
Istanbul,Samarkand,IST,SKD,UZ,340,265,2-6 flights,26,3/16/2018,10/15/2026
Athens,Samos,ATH,SMI,GR,70,60,4-5 flights,29,7/16/2018,10/31/2026
Thessaloniki,Samos,SKG,SMI,GR,90,85,0-2 flights,6,10/15/2024,4/5/2027
Munich,Samos,MUC,SMI,GR,120,150,0-1 flights,1,5/1/2018,10/15/2026
Rhodos,Samos,RHO,SMI,GR,130,45,0-1 flights,2,10/16/2024,9/15/2026
Frankfurt,Samos,FRA,SMI,GR,130,180,0-1 flights,1,5/1/2018,10/15/2026
Duesseldorf,Samos,DUS,SMI,GR,160,190,0-1 flights,4,5/1/2018,10/15/2026
Amsterdam,Samos,AMS,SMI,GR,200,205,0-1 flights,3,5/2/2018,11/6/2026
Vienna,Samos,VIE,SMI,GR,240,140,0-1 flights,1,5/5/2018,9/21/2026
Zurich,Samos,ZRH,SMI,GR,260,160,0-1 flights,1,5/8/2018,10/15/2026
Mytilini,Samos,MJT,SMI,GR,260,60,0-1 flights,1,4/26/2024,9/25/2026
Brussels,Samos,BRU,SMI,GR,300,205,0-1 flights,2,5/3/2018,10/2/2026
Istanbul,Samsun,IST,SZF,TR,20,90,4-7 flights,40,0,10/15/2026
Ankara,Samsun,ESB,SZF,TR,30,60,0-1 flights,5,0,9/15/2026
Istanbul,Samsun,SAW,SZF,TR,40,90,5-8 flights,44,0,10/15/2026
Izmir,Samsun,ADB,SZF,TR,70,100,0-1 flights,6,3/16/2019,10/15/2026
Antalya,Samsun,AYT,SZF,TR,80,90,0-1 flights,5,7/7/2019,10/15/2026
Duesseldorf,Samsun,DUS,SZF,TR,110,220,0-1 flights,4,9/19/2018,10/15/2026
Hannover,Samsun,HAJ,SZF,TR,140,210,0-1 flights,1,6/19/2018,10/15/2026
Munich,Samsun,MUC,SZF,TR,180,190,0-1 flights,1,6/14/2018,9/10/2026
Frankfurt,Samsun,FRA,SZF,TR,190,210,0-1 flights,1,6/16/2018,10/15/2026
Stuttgart,Samsun,STR,SZF,TR,190,200,0-1 flights,1,5/6/2018,10/15/2026
Cologne,Samsun,CGN,SZF,TR,200,225,0-1 flights,1,3/25/2018,10/15/2026
Berlin,Samsun,BER,SZF,TR,210,195,0-1 flights,2,6/23/2021,10/15/2026
London,San Diego,LHR,SAN,US,460,680,1-2 flights,13,8/1/2020,4/7/2027
Munich,San Diego,MUC,SAN,US,510,725,0-1 flights,5,3/30/2022,10/15/2026
Amsterdam,San Diego,AMS,SAN,US,780,670,0-1 flights,3,5/8/2025,9/15/2026
Barcelona,San Francisco,BCN,SFO,US,320,755,1-2 flights,10,10/31/2018,4/3/2027
Paris,San Francisco,ORY,SFO,US,350,680,0-1 flights,3,5/11/2018,4/5/2027
Paris,San Francisco,CDG,SFO,US,390,690,2 flights,14,6/23/2018,4/3/2027
London,San Francisco,LHR,SFO,US,390,670,6 flights,42,7/20/2020,4/3/2027
Dublin,San Francisco,DUB,SFO,US,410,665,1 flight,7,6/6/2020,10/15/2026
Madrid,San Francisco,MAD,SFO,US,420,755,0-1 flights,3,4/25/2018,9/29/2026
Frankfurt,San Francisco,FRA,SFO,US,450,695,3-4 flights,26,9/15/2022,4/3/2027
Munich,San Francisco,MUC,SFO,US,480,720,2 flights,14,5/5/2018,4/3/2027
Zurich,San Francisco,ZRH,SFO,US,480,720,1 flight,7,6/8/2018,4/3/2027
Rome,San Francisco,FCO,SFO,US,500,775,0-1 flights,3,6/1/2020,4/3/2027
Copenhagen,San Francisco,CPH,SFO,US,510,655,1 flight,7,0,10/15/2026
Amsterdam,San Francisco,AMS,SFO,US,580,660,2 flights,14,3/31/2019,4/3/2027
Istanbul,San Francisco,IST,SFO,US,600,835,2-4 flights,22,0,10/15/2026
Lisbon,San Francisco,LIS,SFO,US,660,765,0-1 flights,5,6/10/2019,9/15/2026
Frankfurt,San Jose,FRA,SJO,CR,500,720,0-1 flights,3,3/29/2018,10/15/2026
Madrid,San Jose,MAD,SJO,CR,520,668,1-2 flights,9,0,4/5/2027
London,San Jose,LGW,SJO,CR,620,700,0-1 flights,3,10/27/2020,11/2/2026
